公開類,,編製機關,新竹市政府(民政處),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
月報,次月5日前編送,,表號,10121-00-01-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
月統計報表之1,新竹市各區村里　村里鄰戶數、人口數與戶籍動態登記數按性別、登記項目及區域分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中華民國115年05月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRRP03310,單位：戶；人；對,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
區域代碼,區域別,村里數_現有門牌,村里數_戶籍登記,鄰數_現有門牌,鄰數_戶籍登記,戶數,性別,人口數,遷入人數_合計,遷入人數_自國外,遷入人數_自他省(市)_新北市,遷入人數_自他省(市)_臺北市,遷入人數_自他省(市)_桃園市,遷入人數_自他省(市)_臺中市,遷入人數_自他省(市)_臺南市,遷入人數_自他省(市)_高雄市,遷入人數_自他省(市)_臺灣省,遷入人數_自他省(市)_福建省,遷入人數_自他省(市)_其他省(市),遷入人數_自本省他縣(市),遷入人數_自本縣(市)他鄉(鎮市區),遷入人數_初設戶籍,遷入人數_其他,遷出人數_合計,遷出人數_往國外,遷出人數_往他省(市)_新北市,遷出人數_往他省(市)_臺北市,遷出人數_往他省(市)_桃園市,遷出人數_往他省(市)_臺中市,遷出人數_往他省(市)_臺南市,遷出人數_往他省(市)_高雄市,遷出人數_往他省(市)_臺灣省,遷出人數_往他省(市)_福建省,遷出人數_往他省(市)_其他省(市),遷出人數_往本省他縣(市),遷出人數_往本縣(市)他鄉(鎮市區),遷出人數_廢止戶籍,遷出人數_其他,住址變更人數_入,住址變更人數_出,行政區域調整人數_增,行政區域調整人數_減,嬰兒出生總數_合計,嬰兒出生總數_婚生,嬰兒出生總數_非婚生_已認領,嬰兒出生總數_非婚生_未認領,嬰兒出生總數_無依兒童,生母原屬國籍(地區)_大陸港澳地區,生母原屬國籍(地區)_外國籍,生父原屬國籍(地區)_大陸港澳地區,生父原屬國籍(地區)_外國籍,遺腹子,雙胞胎,三胞胎以上,死亡人數,認領人數,收養人數,終止收養人數,監護人數,輔助人數,未成年子女權利義務行使負擔人數,結婚對數_合計,結婚對數_不同性別,結婚對數_相同性別,離婚／終止結婚對數_合計,離婚／終止結婚對數_不同性別,離婚／終止結婚對數_相同性別
10018010002,福德里,1,1,17,17,766,男,803,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,,,0,,,0
10018010002,福德里,,,,,,女,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010003,南市里,,,,,,計,874,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10018010003,南市里,1,1,18,18,432,男,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010003,南市里,,,,,,女,445,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010004,關帝里,,,,,,計,502,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
10018010004,關帝里,1,1,15,15,289,男,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010004,關帝里,,,,,,女,242,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,0,,,0
10018010005,東門里,,,,,,計,542,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10018010005,東門里,1,1,12,12,286,男,261,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010005,東門里,,,,,,女,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,,,0
10018010006,榮光里,,,,,,計,290,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10018010006,榮光里,1,1,8,8,158,男,142,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010006,榮光里,,,,,,女,148,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010007,成功里,,,,,,計,576,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
10018010007,成功里,1,1,9,9,288,男,274,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,,,0
10018010007,成功里,,,,,,女,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010008,下竹里,,,,,,計,452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
10018010008,下竹里,1,1,11,9,224,男,226,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010008,下竹里,,,,,,女,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,,,0
10018010009,竹蓮里,,,,,,計,735,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10018010009,竹蓮里,1,1,10,10,363,男,366,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010009,竹蓮里,,,,,,女,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010010,寺前里,,,,,,計,875,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
10018010010,寺前里,1,1,10,10,386,男,440,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,0,,,0
10018010010,寺前里,,,,,,女,435,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,,,0
10018010011,育賢里,,,,,,計,2166,11,0,1,0,0,0,0,5,0,0,0,0,5,0,0,4,0,0,0,0,1,0,0,0,0,0,1,2,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10018010011,育賢里,1,1,12,11,1306,男,1222,4,0,1,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010011,育賢里,,,,,,女,944,7,0,0,0,0,0,0,3,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010012,中正里,,,,,,計,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10018010012,中正里,1,1,6,6,307,男,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010012,中正里,,,,,,女,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010013,公園里,,,,,,計,4016,6,2,0,0,0,0,1,0,0,0,0,2,1,0,0,13,3,0,1,0,0,0,0,0,0,0,6,3,0,0,1,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
10018010013,公園里,1,1,18,18,1674,男,1956,4,2,0,0,0,0,1,0,0,0,0,0,1,0,0,9,2,0,1,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010013,公園里,,,,,,女,2060,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010014,頂竹里,,,,,,計,3048,7,0,1,0,1,0,0,0,0,0,0,3,1,1,0,5,1,1,0,0,1,0,0,0,0,0,0,2,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
10018010014,頂竹里,1,1,28,28,1334,男,1518,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010014,頂竹里,,,,,,女,1530,5,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,,,0
10018010015,南大里,,,,,,計,1499,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
10018010015,南大里,1,1,16,16,628,男,778,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,0,,,0
10018010015,南大里,,,,,,女,721,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010016,振興里,,,,,,計,6284,13,0,0,0,1,0,1,0,0,0,0,5,6,0,0,17,0,0,1,0,0,1,0,0,0,0,3,12,0,0,15,8,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,2,1,1,0,3,3,0
10018010016,振興里,1,1,32,32,2707,男,3032,8,0,0,0,0,0,1,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,7,0,0,8,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,,,0,,,0
10018010016,振興里,,,,,,女,3252,5,0,0,0,1,0,0,0,0,0,0,1,3,0,0,7,0,0,1,0,0,1,0,0,0,0,0,5,0,0,7,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,,,0,,,0
10018010017,親仁里,,,,,,計,2326,5,0,0,0,0,0,0,0,0,0,0,1,4,0,0,10,2,1,0,0,0,0,0,0,0,0,2,5,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10018010017,親仁里,1,1,18,18,987,男,1093,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010017,親仁里,,,,,,女,1233,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,,,0
10018010018,文華里,,,,,,計,5862,14,0,0,0,0,2,0,2,0,0,0,5,5,0,0,31,0,0,0,0,1,2,0,0,0,0,9,19,0,0,4,9,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,3,0,1,1,0
10018010018,文華里,1,1,19,19,2335,男,2719,6,0,0,0,0,0,0,2,0,0,0,2,2,0,0,11,0,0,0,0,0,1,0,0,0,0,4,6,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,,,0
10018010018,文華里,,,,,,女,3143,8,0,0,0,0,2,0,0,0,0,0,3,3,0,0,20,0,0,0,0,1,1,0,0,0,0,5,13,0,0,3,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,0,,,0
10018010019,復中里,,,,,,計,5233,21,0,0,0,2,1,0,0,0,0,0,5,13,0,0,31,2,3,1,0,0,0,0,0,0,0,3,22,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,0,0,0,0
10018010019,復中里,1,1,21,21,2096,男,2442,8,0,0,0,0,1,0,0,0,0,0,2,5,0,0,18,1,2,0,0,0,0,0,0,0,0,2,13,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,,,0
10018010019,復中里,,,,,,女,2791,13,0,0,0,2,0,0,0,0,0,0,3,8,0,0,13,1,1,1,0,0,0,0,0,0,0,1,9,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,,,0
10018010020,三民里,,,,,,計,6020,16,0,3,0,0,1,0,1,0,0,0,9,2,0,0,27,0,2,5,1,0,0,0,0,0,0,7,12,0,0,13,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,5,5,0,1,1,0
10018010020,三民里,1,1,26,26,2567,男,2839,5,0,1,0,0,1,0,0,0,0,0,3,0,0,0,12,0,0,2,1,0,0,0,0,0,0,4,5,0,0,8,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,,,0,,,0
10018010020,三民里,,,,,,女,3181,11,0,2,0,0,0,0,1,0,0,0,6,2,0,0,15,0,2,3,0,0,0,0,0,0,0,3,7,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,,,0,,,0
10018010021,東園里,,,,,,計,8886,32,2,1,4,0,1,0,2,0,0,0,5,17,0,0,27,1,4,0,1,1,1,0,0,0,0,4,15,0,0,18,12,0,0,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0
10018010021,東園里,1,1,20,20,3397,男,4331,19,2,0,3,0,1,0,1,0,0,0,4,8,0,0,14,0,3,0,1,1,0,0,0,0,0,1,8,0,0,6,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,0,,,0
10018010021,東園里,,,,,,女,4555,13,0,1,1,0,0,0,1,0,0,0,1,9,0,0,13,1,1,0,0,0,1,0,0,0,0,3,7,0,0,12,9,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010022,東勢里,,,,,,計,5787,9,0,2,0,1,0,1,0,0,0,0,1,3,1,0,16,1,3,0,1,0,0,0,0,0,0,5,6,0,0,8,11,0,0,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0
10018010022,東勢里,1,1,17,17,2430,男,2812,5,0,0,0,1,0,0,0,0,0,0,1,2,1,0,7,1,1,0,0,0,0,0,0,0,0,3,2,0,0,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,,,0
10018010022,東勢里,,,,,,女,2975,4,0,2,0,0,0,1,0,0,0,0,0,1,0,0,9,0,2,0,1,0,0,0,0,0,0,2,4,0,0,6,6,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
10018010023,光復里,,,,,,計,3786,17,0,0,0,2,1,0,0,0,0,0,8,6,0,0,10,0,0,0,1,1,0,0,0,0,0,4,4,0,0,8,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,3,0,1,1,0
10018010023,光復里,1,1,18,18,1506,男,1848,5,0,0,0,0,1,0,0,0,0,0,3,1,0,0,4,0,0,0,1,0,0,0,0,0,0,1,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,,,0
10018010023,光復里,,,,,,女,1938,12,0,0,0,2,0,0,0,0,0,0,5,5,0,0,6,0,0,0,0,1,0,0,0,0,0,3,2,0,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,0
10018010024,豐功里,,,,,,計,5788,11,3,0,2,0,1,0,0,0,0,0,3,2,0,0,10,2,0,2,0,0,0,2,0,0,0,1,3,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,3,0,1,1,0
10018010024,豐功里,1,1,34,34,2387,男,2789,4,0,0,1,0,0,0,0,0,0,0,2,1,0,0,4,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,,,0,,,0
10018010024,豐功里,,,,,,女,2999,7,3,0,1,0,1,0,0,0,0,0,1,1,0,0,6,2,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,,,0
10018010025,武功里,,,,,,計,5080,6,0,2,0,0,1,0,0,0,0,0,2,1,0,0,13,7,1,1,0,0,1,0,0,0,0,3,0,0,0,14,7,0,0,4,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,2,0,0,0,0
10018010025,武功里,1,1,23,23,2277,男,2419,5,0,1,0,0,1,0,0,0,0,0,2,1,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,0,,,0
10018010025,武功里,,,,,,女,2661,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,1,0,0,1,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,,0,,,0
10018010026,綠水里,,,,,,計,8317,28,2,2,2,0,1,2,5,0,0,0,1,13,0,0,33,5,5,1,0,0,2,0,0,0,0,13,7,0,0,9,23,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,3,0,0,0,0
